name_norm,display_name,n_books,n_entries,source_types,books,pages
محمد بن عمر,محمد بن عمر,2,4,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص323 | tabaqat_ibnsad:ج7/ص473 | tabaqat_ibnsad:ج7/ص603
ضرار بن الخطاب,ضرار بن الخطاب,2,4,biography/ṭabaqāt; general,tabaqat_ibnsad; tarikh_kabir_bukhari,tabaqat_ibnsad:ج6/ص135 | tabaqat_ibnsad:ج8/ص16 | tabaqat_ibnsad:ج9/ص411
عبد الله بن عثمان,عبد الله بن عثمان,2,4,biography/ṭabaqāt; general,tabaqat_ibnsad; tarikh_kabir_bukhari,tabaqat_ibnsad:ج5/ص392 | tabaqat_ibnsad:ج8/ص49 | tabaqat_ibnsad:ج8/ص56
عبد الله بن عامر,عبد الله بن عامر,2,4,biography/ṭabaqāt; general,tabaqat_ibnsad; tarikh_kabir_bukhari,tabaqat_ibnsad:ج7/ص9 | tabaqat_ibnsad:ج7/ص47 | tabaqat_ibnsad:ج7/ص557
عمر بن حفص,عمر بن حفص,2,4,biography/ṭabaqāt; general,tabaqat_ibnsad; tarikh_kabir_bukhari,tabaqat_ibnsad:ج7/ص459 | tabaqat_ibnsad:ج8/ص538 | tabaqat_ibnsad:ج9/ص346
عمرو بن الحارث,عمرو بن الحارث,2,4,biography/ṭabaqāt; general,tabaqat_ibnsad; tarikh_kabir_bukhari,tabaqat_ibnsad:ج4/ص199
عمرو بن سعيد,عمرو بن سعيد,2,4,biography/ṭabaqāt; general,tabaqat_ibnsad; tarikh_kabir_bukhari,tabaqat_ibnsad:ج4/ص94 | tabaqat_ibnsad:ج7/ص234
يوسف بن يعقوب,يوسف بن يعقوب,2,4,biography/ṭabaqāt; general,tabaqat_ibnsad; tarikh_kabir_bukhari,tabaqat_ibnsad:ج7/ص593 | tabaqat_ibnsad:ج8/ص106
ابراهيم بن حيان,إبراهيم بن حيان,2,3,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
اسماعيل بن عبد الرحمن,إسماعيل بن عبد الرحمن,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص422 | tabaqat_ibnsad:ج8/ص441
الحارث بن سعيد,الحارث بن سعيد,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج6/ص246
الحسن بن شبل,الحسن بن شبل,2,3,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
الحسين بن عبد الرحمن,الحسين بن عبد الرحمن,2,3,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,lisan_mizan_ibnhajar:ج9/ص283
خالد بن اسماعيل,خالد بن إسماعيل,2,3,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
خثيم بن مروان,خثيم بن مروان,2,3,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,
وداود بن ابراهيم,وداود بن إبراهيم,2,3,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,mughni_duafa_dhahabi:ج1/ص216
زياد بن الحارث,زياد بن الحارث,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج9/ص508
سعيد بن عبد الله,سعيد بن عبد الله,2,3,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,
سعيد بن عمرو,سعيد بن عمرو,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص500 | tabaqat_ibnsad:ج8/ص540
سلمه بن حفص,سلمة بن حفص,2,3,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,mughni_duafa_dhahabi:ج1/ص274
سنان بن ابي سنان,سنان بن أبي سنان,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج3/ص88 | tabaqat_ibnsad:ج7/ص246
شعيب بن عبد الله,شعيب بن عبد الله,2,3,general/jarḥ+taʿdīl; tadlīs,lisan_mizan_ibnhajar; tabaqat_mudallisin_ibnhajar,tabaqat_mudallisin_ibnhajar:ج0/ص38
صالح بن محمد,• صالح بن محمد,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,lisan_mizan_ibnhajar:ج4/ص297 | tabaqat_ibnsad:ج7/ص521
عبد الله بن ابي اميه,عبد الله بن أبي أمية,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج5/ص45 | tabaqat_ibnsad:ج5/ص106
عبد الله بن ثابت,عبد الله بن ثابت,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج4/ص300
عبد الله بن الزبير,عبد الله بن الزبير,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج8/ص63
عبد الله بن شداد,عبد الله بن شداد,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص64 | tabaqat_ibnsad:ج8/ص246
عبد الله بن عبد العزيز,عبد الله بن عبد العزيز,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص613
عبد الله بن عمران,عبد الله بن عمران,2,3,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,tarikh_kabir_bukhari:ج5/ص160
عبد الله بن المبارك,عبد الله بن المبارك,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج9/ص376
عبد الله بن هلال,عبد الله بن هلال,2,3,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,
عبد الرحيم بن حماد,عبد الرحيم بن حماد,2,3,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص81
عزره بن قيس,عزرة بن قيس,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج8/ص332
عمرو بن محمد,عمرو بن محمد,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,
عيسي بن سليم,عيسى بن سليم,2,3,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص382
محمد بن اسحاق,محمد بن إسحاق,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص552
محمد بن بشر,محمد بن بشر,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,
محمد بن ابي بكر,محمد بن أبي بكر,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص490
محمد بن الحسن,محمد بن الحسن,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج9/ص317 | tabaqat_ibnsad:ج9/ص338
محمد بن ابي الزعيزعه,محمد بن أبي الزعيزعة,2,3,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص67
محمد بن سلمه,محمد بن سلمة,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج9/ص491
محمد بن عباد,محمد بن عباد,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج8/ص36
محمد بن عبد الله الكناني,محمد بن عبد الله الكناني,2,3,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,
محمد بن علي,محمد بن علي,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص470
محمد بن قيس,محمد بن قيس,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص511
مسلم بن عبد الله,مسلم بن عبد الله,2,3,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص152
معاويه بن عبد الله,معاوية بن عبد الله,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص323 | tabaqat_ibnsad:ج7/ص421
يزيد بن زمعه,يزيد بن زمعة,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج4/ص113 | tabaqat_ibnsad:ج6/ص59
يزيد بن ابي زياد,يزيد بن أبي زياد. </span>,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,
يعقوب بن محمد,يعقوب بن محمد,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص568 | tabaqat_ibnsad:ج7/ص619
عبد الرحمن بن ابي بكر,عبد الرحمن بن أبي بكر,2,3,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,lisan_mizan_ibnhajar:ج9/ص352 | tabaqat_ibnsad:ج7/ص449 | tabaqat_ibnsad:ج8/ص57
محمد بن عبيد الله,محمد بن عبيد الله,2,3,biography/ṭabaqāt; general,tabaqat_ibnsad; tarikh_kabir_bukhari,tabaqat_ibnsad:ج7/ص619 | tabaqat_ibnsad:ج8/ص488
حمزه بن عبد الله,حمزة بن عبد الله,2,3,biography/ṭabaqāt; general,tabaqat_ibnsad; tarikh_kabir_bukhari,tabaqat_ibnsad:ج7/ص201 | tabaqat_ibnsad:ج7/ص405
عبد الله بن رافع,عبد الله بن رافع,2,3,biography/ṭabaqāt; general,tabaqat_ibnsad; tarikh_kabir_bukhari,tabaqat_ibnsad:ج7/ص252 | tabaqat_ibnsad:ج7/ص293
عبد الله بن علي,عبد الله بن علي,2,3,biography/ṭabaqāt; general,tabaqat_ibnsad; tarikh_kabir_bukhari,tabaqat_ibnsad:ج7/ص318 | tabaqat_ibnsad:ج7/ص503
عبد الرحمن بن يزيد,عبد الرحمن بن يزيد,2,3,biography/ṭabaqāt; general,tabaqat_ibnsad; tarikh_kabir_bukhari,tabaqat_ibnsad:ج7/ص86 | tabaqat_ibnsad:ج8/ص242
عبيد بن عمرو,عبيد بن عمرو,2,3,biography/ṭabaqāt; general,tabaqat_ibnsad; tarikh_kabir_bukhari,tabaqat_ibnsad:ج4/ص403 | tabaqat_ibnsad:ج8/ص342
عثمان بن عبد الله,عثمان بن عبد الله,2,3,biography/ṭabaqāt; general,tabaqat_ibnsad; tarikh_kabir_bukhari,tabaqat_ibnsad:ج7/ص240 | tabaqat_ibnsad:ج7/ص568
قيس بن عبد,قيس بن عبد,2,3,biography/ṭabaqāt; general,tabaqat_ibnsad; tarikh_kabir_bukhari,
واقد بن عبد الله,واقد بن عبد الله,2,3,biography/ṭabaqāt; general,tabaqat_ibnsad; tarikh_kabir_bukhari,tabaqat_ibnsad:ج3/ص362 | tabaqat_ibnsad:ج7/ص202
يزيد بن قيس,يزيد بن قيس,2,3,biography/ṭabaqāt; general,tabaqat_ibnsad; tarikh_kabir_bukhari,tabaqat_ibnsad:ج6/ص258
عبد الله بن محمد بن عبد الله بن,عبد الله بن محمد بن عبد الله بن,2,3,general (six-books); jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; kashif_dhahabi,
احمد بن عبد الله,أحمد بن عبد الله,2,3,biography/ṭabaqāt; jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi; tabaqat_ibnsad,tabaqat_ibnsad:ج8/ص529
صديق بن موسي,صديق بن موسى,2,3,biography/ṭabaqāt; jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص483 | tabaqat_ibnsad:ج8/ص46
ابو امامه الباهلي,أبو أمامة الباهلي,2,3,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج3/ص359 | tabaqat_ibnsad:ج6/ص211 | tabaqat_ibnsad:ج9/ص415
العرباض بن ساريه السلمي,العرباض بن سارية السلمي,2,3,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج3/ص419 | tabaqat_ibnsad:ج5/ص165
سعيد بن زيد,سعيد بن زيد,2,3,biography/ṭabaqāt; jarḥ (ḍuʿafāʾ),duafa_uqayli; tabaqat_ibnsad,tabaqat_ibnsad:ج3/ص352 | tabaqat_ibnsad:ج8/ص135
الحارث بن النعمان,الحارث بن النعمان,2,3,biography/ṭabaqāt; jarḥ (ḍuʿafāʾ),duafa_uqayli; tabaqat_ibnsad,tabaqat_ibnsad:ج3/ص443 | tabaqat_ibnsad:ج4/ص320 | duafa_uqayli:ج1/ص214
عبد الرحمن بن ابي الزناد,عبد الرحمن بن أبي الزناد,2,3,biography/ṭabaqāt; jarḥ (ḍuʿafāʾ),duafa_uqayli; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص594 | tabaqat_ibnsad:ج9/ص326
ابراهيم بن خثيم بن عراك بن مالك,إبراهيم بن خثيم (1) بن عراك بن مالك,2,2,ikhtilāṭ,ightibat_sibt_ibnajami; kawakib_nayyirat,kawakib_nayyirat:ج1/ص105
جرير بن عبد الحميد الضبي,جرير بن عبد الحميد الضبي,2,2,ikhtilāṭ; jarḥ (ḍuʿafāʾ),duafa_uqayli; kawakib_nayyirat,kawakib_nayyirat:ج1/ص121
خالد بن طهمان ابو العلا الخفاف,خالد بن طهمان أبو العلاء الخفاف,2,2,ikhtilāṭ; jarḥ (ḍuʿafāʾ),duafa_uqayli; kawakib_nayyirat,kawakib_nayyirat:ج1/ص149
سعيد بن سفيان الاندلسي,سعيد بن سفيان الأندلسي,2,2,ikhtilāṭ,ightibat_sibt_ibnajami; kawakib_nayyirat,kawakib_nayyirat:ج1/ص249
فطر بن حماد بن واقد بصري,فطر بن حماد بن واقد بصري,2,2,ikhtilāṭ,ightibat_sibt_ibnajami; kawakib_nayyirat,
محمد بن احمد بن الحسن الجرجاني,محمد بن أحمد بن الحسن الجرجاني,2,2,ikhtilāṭ,ightibat_sibt_ibnajami; kawakib_nayyirat,kawakib_nayyirat:ج1/ص410
محمد بن الفضل بن محمد بن اسحاق بن خزيمه,محمد بن الفضل بن محمد بن إسحاق بن خزيمة,2,2,general/jarḥ+taʿdīl; ikhtilāṭ,kawakib_nayyirat; lisan_mizan_ibnhajar,kawakib_nayyirat:ج1/ص411
محمد بن مبارك بن مشق البغدادي,محمد بن مبارك بن مشق البغدادي,2,2,ikhtilāṭ,ightibat_sibt_ibnajami; kawakib_nayyirat,kawakib_nayyirat:ج1/ص413
محمد بن سعيد بن نبهان الكاتب,محمد بن سعيد بن نبهان الكاتب,2,2,ikhtilāṭ,ightibat_sibt_ibnajami; kawakib_nayyirat,kawakib_nayyirat:ج1/ص419
اسحاق بن محمد بن اسماعيل بن عبد الله,إسحاق بن محمد بن إسماعيل بن عبد الله,2,2,general (six-books); ikhtilāṭ,kashif_dhahabi; kawakib_nayyirat,kawakib_nayyirat:ج1/ص453 | kashif_dhahabi:ج1/ص238
عكرمه بن عمار,عكرمة بن عمار,2,2,biography/ṭabaqāt; ikhtilāṭ,kawakib_nayyirat; tabaqat_ibnsad,kawakib_nayyirat:ج1/ص491 | tabaqat_ibnsad:ج8/ص116
ابان بن عبد الله,أبان بن عبد الله,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج8/ص474
ابان بن المحبر,أبان بن المحبر,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
ابراهيم بن اسماعيل بن بشير,إبراهيم بن إسماعيل بن بشير,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
ابراهيم بن اسماعيل المكي,إبراهيم بن إسماعيل المكي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,mughni_duafa_dhahabi:ج1/ص9
ابراهيم بن الاشعث خادم الفضيل بن عياض,إبراهيم بن الأشعث خادم الفضيل بن عياض,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
ابراهيم بن بشر الازدي,إبراهيم بن بشر الأزدي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
ابراهيم بن بكر الشيباني الاعور,إبراهيم بن بكر الشيباني الأعور,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
ابراهيم بن جريج الرهاوي,إبراهيم بن جريج الرهاوي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج1/ص51
ابراهيم بن ابي حره,إبراهيم بن أبي حرة,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,
ابراهيم بن حسان,• إبراهيم بن حسان,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,lisan_mizan_ibnhajar:ج1/ص263
ابراهيم بن حفص بن جندب,إبراهيم بن حفص بن جندب,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
ابراهيم بن الحكم بن ظهير الكوفي,إبراهيم بن الحكم بن ظهير الكوفي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
ابراهيم بن الخضر الدمشقي,إبراهيم بن الخضر الدمشقي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
ابراهيم بن ابي دليله,إبراهيم بن أبي دليلة,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
ابراهيم بن الزبرقان,إبراهيم بن الزبرقان,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
ابراهيم بن زرعه,إبراهيم بن زرعة,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
ابراهيم بن زياد القرشي,إبراهيم بن زياد القرشي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج1/ص53
ابراهيم بن سلام عن حماد بن ابي سليمان,إبراهيم بن سلام. عن حماد بن أبي سليمان.,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
ابراهيم بن سليمان البلخي الزيات,إبراهيم بن سليمان البلخي الزيات,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
ابراهيم بن عبد الله بن السفرقع,إبراهيم بن عبد الله بن السفرقع,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
ابراهيم بن عبد الرحمن الخوارزمي,• إبراهيم بن عبد الرحمن الخوارزمي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,lisan_mizan_ibnhajar:ج1/ص310 | duafa_ibnjawzi:ج1/ص37
ابراهيم بن ابي الليث,إبراهيم بن أبي الليث,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج9/ص364
ابراهيم بن مالك,إبراهيم بن مالك,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
ابراهيم بن محمد بن ابراهيم بن الحارث التيمي,إبراهيم بن محمد بن إبراهيم بن الحارث التيمي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
ابراهيم بن محمد بن عاصم,إبراهيم بن محمد بن عاصم,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج1/ص65
ابراهيم بن محمد الهاشمي,إبراهيم بن محمد الهاشمي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
ابراهيم بن محمد بن ميمون,إبراهيم بن محمد بن ميمون,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
ابراهيم بن مسعده,إبراهيم بن مسعدة,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
ابراهيم بن معاويه الزيادي,إبراهيم بن معاوية الزيادي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج1/ص68
ابراهيم بن منقوش الزبيدي,إبراهيم بن منقوش الزبيدي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
ابراهيم بن مهاجر بن مسمار المدني,إبراهيم بن مهاجر بن مسمار المدني,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
ابراهيم بن موسي المروزي,إبراهيم بن موسى المروزي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
ابراهيم بن نسطاس,إبراهيم بن نسطاس,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
ابراهيم بن هشام بن يحيي بن يحيي الغساني,إبراهيم بن هشام بن يحيى بن يحيى الغساني,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
ابراهيم بن يزيد بن قديد,إبراهيم بن يزيد بن قديد,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج1/ص72
ابيض بن الاغر,أبيض بن الأغر,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
احمد بن ابراهيم بن حميل,أحمد بن إبراهيم بن حميل,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
احمد بن احمد بن احمد بن البندنيجي المحدث,أحمد بن أحمد بن أحمد بن البندنيجي المحدث,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,mughni_duafa_dhahabi:ج1/ص33
احمد بن اسد,أحمد بن أسد,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,
